instance_sn,cluster,workload_type
instance_20471,23,Unknown
instance_20472,15,Unknown
instance_20473,15,Unknown
instance_20474,15,Unknown
instance_20475,15,Unknown
instance_20478,22,Unknown
instance_20479,7,Unknown
instance_20482,7,Unknown
instance_20484,1,Training
instance_20485,1,Training
instance_20488,16,Unknown
instance_20489,3,Inference
instance_20490,10,Unknown
instance_20491,0,Preprocessing
instance_20492,0,Preprocessing
instance_20493,0,Preprocessing
instance_20494,0,Preprocessing
instance_20496,0,Preprocessing
instance_20497,10,Unknown
instance_20498,0,Preprocessing
instance_20500,0,Preprocessing
instance_20501,0,Preprocessing
instance_20502,0,Preprocessing
instance_20505,1,Training
instance_20506,9,Unknown
instance_20508,0,Preprocessing
instance_20509,0,Preprocessing
instance_20510,0,Preprocessing
instance_20511,0,Preprocessing
instance_20513,0,Preprocessing
instance_20514,0,Preprocessing
instance_20515,0,Preprocessing
instance_20516,0,Preprocessing
instance_20517,0,Preprocessing
instance_20518,0,Preprocessing
instance_20519,0,Preprocessing
instance_20521,0,Preprocessing
instance_20523,0,Preprocessing
instance_20524,0,Preprocessing
instance_20525,0,Preprocessing
instance_20527,0,Preprocessing
instance_20529,18,Unknown
instance_20533,7,Unknown
instance_20534,0,Preprocessing
instance_20535,17,Unknown
instance_20537,0,Preprocessing
instance_20538,0,Preprocessing
instance_20539,0,Preprocessing
instance_20540,0,Preprocessing
instance_20541,1,Training
instance_20542,0,Preprocessing
instance_20544,0,Preprocessing
instance_20545,0,Preprocessing
instance_20546,18,Unknown
instance_20548,0,Preprocessing
instance_20549,0,Preprocessing
instance_20550,0,Preprocessing
instance_20551,5,Unknown
instance_20553,0,Preprocessing
instance_20554,10,Unknown
instance_20556,10,Unknown
instance_20557,0,Preprocessing
instance_20559,0,Preprocessing
instance_20560,1,Training
instance_20563,0,Preprocessing
instance_20573,10,Unknown
instance_20577,10,Unknown
instance_20579,10,Unknown
instance_20581,1,Training
instance_20582,10,Unknown
instance_20584,0,Preprocessing
instance_20587,5,Unknown
instance_20589,0,Preprocessing
instance_20591,7,Unknown
instance_20593,34,Unknown
instance_20594,7,Unknown
instance_20598,9,Unknown
instance_20600,7,Unknown
instance_20601,-1,Noise
instance_20602,7,Unknown
instance_20604,0,Preprocessing
instance_20605,0,Preprocessing
instance_20606,0,Preprocessing
instance_20607,7,Unknown
instance_20609,0,Preprocessing
instance_20610,1,Training
instance_20611,9,Unknown
instance_20612,0,Preprocessing
instance_20613,17,Unknown
instance_20614,15,Unknown
instance_20615,0,Preprocessing
instance_20617,0,Preprocessing
instance_20619,18,Unknown
instance_20620,0,Preprocessing
instance_20622,17,Unknown
instance_20623,9,Unknown
instance_20628,7,Unknown
instance_20629,7,Unknown
instance_20631,0,Preprocessing
instance_20632,10,Unknown
instance_20636,0,Preprocessing
instance_20643,0,Preprocessing
instance_20645,0,Preprocessing
instance_20646,1,Training
instance_20647,2,Tuning
instance_20648,1,Training
instance_20649,7,Unknown
instance_20650,20,Unknown
instance_20654,0,Preprocessing
instance_20655,10,Unknown
instance_20657,3,Inference
instance_20662,1,Training
instance_20663,1,Training
instance_20670,1,Training
instance_20676,1,Training
instance_20679,1,Training
instance_20680,0,Preprocessing
instance_20681,1,Training
instance_20683,7,Unknown
instance_20684,0,Preprocessing
instance_20685,0,Preprocessing
instance_20686,0,Preprocessing
instance_20687,13,Unknown
instance_20688,1,Training
instance_20689,3,Inference
instance_20690,10,Unknown
instance_20691,1,Training
instance_20693,9,Unknown
instance_20694,13,Unknown
instance_20695,17,Unknown
instance_20696,10,Unknown
instance_20698,13,Unknown
instance_20701,15,Unknown
instance_20702,5,Unknown
instance_20705,1,Training
instance_20706,7,Unknown
instance_20707,3,Inference
instance_20708,20,Unknown
instance_20709,17,Unknown
instance_20710,0,Preprocessing
instance_20711,1,Training
instance_20712,10,Unknown
instance_20713,11,Unknown
instance_20714,1,Training
instance_20715,17,Unknown
instance_20716,18,Unknown
instance_20717,0,Preprocessing
instance_20718,1,Training
instance_20719,0,Preprocessing
instance_20720,18,Unknown
instance_20721,15,Unknown
instance_20722,1,Training
instance_20724,0,Preprocessing
instance_20725,12,Unknown
instance_20727,17,Unknown
instance_20729,1,Training
instance_20730,1,Training
instance_20731,15,Unknown
instance_20732,17,Unknown
instance_20733,0,Preprocessing
instance_20735,18,Unknown
instance_20738,0,Preprocessing
instance_20739,10,Unknown
instance_20748,9,Unknown
instance_20752,1,Training
instance_20753,7,Unknown
instance_20754,7,Unknown
instance_20757,1,Training
instance_20758,1,Training
instance_20759,1,Training
instance_20760,1,Training
instance_20761,7,Unknown
instance_20762,1,Training
instance_20763,10,Unknown
instance_20764,17,Unknown
instance_20765,15,Unknown
instance_20767,17,Unknown
instance_20768,8,Unknown
instance_20770,1,Training
instance_20771,8,Unknown
instance_20772,17,Unknown
instance_20773,0,Preprocessing
instance_20774,10,Unknown
instance_20775,10,Unknown
instance_20776,10,Unknown
instance_20777,13,Unknown
instance_20780,9,Unknown
instance_20783,1,Training
instance_20786,1,Training
instance_20787,0,Preprocessing
instance_20788,0,Preprocessing
instance_20789,7,Unknown
instance_20790,34,Unknown
instance_20794,17,Unknown
instance_20795,18,Unknown
instance_20798,1,Training
instance_20802,4,Deployment
instance_20803,8,Unknown
instance_20805,2,Tuning
instance_20806,1,Training
instance_20807,0,Preprocessing
instance_20808,7,Unknown
instance_20810,5,Unknown
instance_20812,2,Tuning
instance_20816,10,Unknown
instance_20817,1,Training
instance_20818,1,Training
instance_20819,17,Unknown
instance_20821,17,Unknown
instance_20822,8,Unknown
instance_20825,0,Preprocessing
instance_20826,13,Unknown
instance_20827,0,Preprocessing
instance_20828,0,Preprocessing
instance_20829,0,Preprocessing
instance_20830,0,Preprocessing
instance_20831,1,Training
instance_20832,10,Unknown
instance_20839,5,Unknown
instance_20840,8,Unknown
instance_20841,8,Unknown
instance_20842,8,Unknown
instance_20845,7,Unknown
instance_20847,7,Unknown
instance_20848,7,Unknown
instance_20849,5,Unknown
instance_20850,9,Unknown
instance_20852,0,Preprocessing
instance_20853,4,Deployment
instance_20854,7,Unknown
instance_20855,7,Unknown
instance_20856,1,Training
instance_20857,0,Preprocessing
instance_20860,10,Unknown
instance_20861,8,Unknown
instance_20864,0,Preprocessing
instance_20865,13,Unknown
instance_20867,13,Unknown
instance_20868,10,Unknown
instance_20869,0,Preprocessing
instance_20871,7,Unknown
instance_20872,7,Unknown
instance_20876,1,Training
instance_20880,12,Unknown
instance_20881,1,Training
instance_20882,10,Unknown
instance_20883,0,Preprocessing
instance_20884,0,Preprocessing
instance_20885,13,Unknown
instance_20886,10,Unknown
instance_20887,5,Unknown
instance_20888,9,Unknown
instance_20890,4,Deployment
instance_20891,17,Unknown
instance_20892,17,Unknown
instance_20893,1,Training
instance_20894,2,Tuning
instance_20895,0,Preprocessing
instance_20899,7,Unknown
instance_20900,12,Unknown
instance_20901,1,Training
instance_20902,17,Unknown
instance_20904,10,Unknown
instance_20905,13,Unknown
instance_20906,1,Training
instance_20907,7,Unknown
instance_20911,7,Unknown
instance_20912,8,Unknown
instance_20914,2,Tuning
instance_20916,7,Unknown
instance_20918,9,Unknown
instance_20919,7,Unknown
instance_20920,12,Unknown
instance_20921,10,Unknown
instance_20922,10,Unknown
instance_20923,0,Preprocessing
instance_20924,13,Unknown
instance_20926,13,Unknown
instance_20932,7,Unknown
instance_20934,1,Training
instance_20935,7,Unknown
instance_20940,1,Training
instance_20941,1,Training
instance_20942,1,Training
instance_20943,1,Training
instance_20945,18,Unknown
instance_20947,13,Unknown
instance_20948,0,Preprocessing
instance_20950,38,Unknown
instance_20951,38,Unknown
instance_20952,2,Tuning
instance_20953,5,Unknown
instance_20954,1,Training
instance_20957,5,Unknown
instance_20960,8,Unknown
instance_20962,9,Unknown
instance_20963,0,Preprocessing
instance_20964,5,Unknown
instance_20965,3,Inference
instance_20966,3,Inference
instance_20967,9,Unknown
instance_20968,7,Unknown
instance_20969,1,Training
instance_20970,7,Unknown
instance_20972,1,Training
instance_20973,1,Training
instance_20974,17,Unknown
instance_20976,7,Unknown
instance_20977,7,Unknown
instance_20981,17,Unknown
instance_20985,1,Training
instance_20986,11,Unknown
instance_20987,3,Inference
instance_20988,0,Preprocessing
instance_20989,3,Inference
instance_20990,0,Preprocessing
instance_20991,9,Unknown
instance_20992,18,Unknown
instance_20993,7,Unknown
instance_20996,1,Training
instance_20997,0,Preprocessing
instance_20998,7,Unknown
instance_20999,5,Unknown
instance_21003,0,Preprocessing
instance_21004,7,Unknown
instance_21006,5,Unknown
instance_21007,9,Unknown
instance_21008,9,Unknown
instance_21009,5,Unknown
instance_21010,5,Unknown
instance_21011,5,Unknown
instance_21012,5,Unknown
instance_21014,0,Preprocessing
instance_21015,8,Unknown
instance_21016,1,Training
instance_21017,17,Unknown
instance_21018,9,Unknown
instance_21019,0,Preprocessing
instance_21020,0,Preprocessing
instance_21023,10,Unknown
instance_21024,15,Unknown
instance_21026,7,Unknown
instance_21027,7,Unknown
instance_21028,7,Unknown
instance_21029,7,Unknown
instance_21030,7,Unknown
instance_21031,7,Unknown
instance_21032,7,Unknown
instance_21033,7,Unknown
instance_21034,7,Unknown
instance_21035,7,Unknown
instance_21036,7,Unknown
instance_21037,7,Unknown
instance_21038,7,Unknown
instance_21039,7,Unknown
instance_21040,7,Unknown
instance_21041,7,Unknown
instance_21042,7,Unknown
instance_21043,7,Unknown
instance_21044,7,Unknown
instance_21045,7,Unknown
instance_21046,7,Unknown
instance_21047,7,Unknown
instance_21048,7,Unknown
instance_21049,7,Unknown
instance_21050,7,Unknown
instance_21051,7,Unknown
instance_21052,7,Unknown
instance_21053,7,Unknown
instance_21054,7,Unknown
instance_21055,7,Unknown
instance_21056,7,Unknown
instance_21057,7,Unknown
instance_21058,7,Unknown
instance_21059,7,Unknown
instance_21060,7,Unknown
instance_21061,7,Unknown
instance_21062,7,Unknown
instance_21063,7,Unknown
instance_21064,7,Unknown
instance_21065,7,Unknown
instance_21066,7,Unknown
instance_21067,7,Unknown
instance_21068,7,Unknown
instance_21069,7,Unknown
instance_21070,7,Unknown
instance_21071,7,Unknown
instance_21072,7,Unknown
instance_21073,7,Unknown
instance_21074,7,Unknown
instance_21075,7,Unknown
instance_21076,7,Unknown
instance_21077,7,Unknown
instance_21078,7,Unknown
instance_21079,7,Unknown
instance_21080,7,Unknown
instance_21081,7,Unknown
instance_21082,7,Unknown
instance_21083,7,Unknown
instance_21084,7,Unknown
instance_21085,7,Unknown
instance_21086,7,Unknown
instance_21087,7,Unknown
instance_21088,1,Training
instance_21089,1,Training
instance_21090,1,Training
instance_21091,1,Training
instance_21092,1,Training
instance_21093,1,Training
instance_21094,1,Training
instance_21095,1,Training
instance_21096,1,Training
instance_21097,1,Training
instance_21098,1,Training
instance_21099,1,Training
instance_21100,1,Training
instance_21101,1,Training
instance_21102,1,Training
instance_21103,1,Training
instance_21104,1,Training
instance_21105,1,Training
instance_21106,1,Training
instance_21107,1,Training
instance_21108,1,Training
instance_21109,1,Training
instance_21110,1,Training
instance_21111,1,Training
instance_21112,1,Training
instance_21113,1,Training
instance_21114,1,Training
instance_21115,1,Training
instance_21116,1,Training
instance_21117,1,Training
instance_21118,1,Training
instance_21119,1,Training
instance_21120,1,Training
instance_21121,1,Training
instance_21122,1,Training
instance_21123,1,Training
instance_21124,1,Training
instance_21125,1,Training
instance_21126,1,Training
instance_21127,1,Training
instance_21128,1,Training
instance_21129,1,Training
instance_21130,1,Training
instance_21131,7,Unknown
instance_21132,7,Unknown
instance_21133,7,Unknown
instance_21134,7,Unknown
instance_21135,7,Unknown
instance_21136,7,Unknown
instance_21137,7,Unknown
instance_21138,7,Unknown
instance_21139,7,Unknown
instance_21140,7,Unknown
instance_21141,7,Unknown
instance_21142,7,Unknown
instance_21143,7,Unknown
instance_21144,7,Unknown
instance_21145,7,Unknown
instance_21146,7,Unknown
instance_21147,7,Unknown
instance_21148,1,Training
instance_21149,1,Training
instance_21150,1,Training
instance_21151,1,Training
instance_21152,1,Training
instance_21153,1,Training
instance_21154,1,Training
instance_21155,1,Training
instance_21156,1,Training
instance_21157,1,Training
instance_21158,1,Training
instance_21159,1,Training
instance_21160,1,Training
instance_21161,1,Training
instance_21162,1,Training
instance_21163,1,Training
instance_21164,1,Training
instance_21165,1,Training
instance_21166,1,Training
instance_21167,1,Training
instance_21168,1,Training
instance_21169,1,Training
instance_21170,1,Training
instance_21171,1,Training
instance_21172,1,Training
instance_21173,1,Training
instance_21174,1,Training
instance_21175,1,Training
instance_21176,1,Training
instance_21177,1,Training
instance_21178,1,Training
instance_21179,1,Training
instance_21180,1,Training
instance_21181,1,Training
instance_21182,1,Training
instance_21183,1,Training
instance_21184,1,Training
instance_21185,1,Training
instance_21186,1,Training
instance_21187,1,Training
instance_21188,1,Training
instance_21189,1,Training
instance_21190,1,Training
instance_21191,1,Training
instance_21192,1,Training
instance_21193,1,Training
instance_21194,1,Training
instance_21195,1,Training
instance_21196,1,Training
instance_21197,1,Training
instance_21198,1,Training
instance_21199,1,Training
instance_21200,1,Training
instance_21201,1,Training
instance_21202,1,Training
instance_21203,1,Training
instance_21204,1,Training
instance_21205,1,Training
instance_21206,1,Training
instance_21207,1,Training
instance_21208,1,Training
instance_21209,1,Training
instance_21210,1,Training
instance_21211,1,Training
instance_21212,1,Training
instance_21213,1,Training
instance_21214,1,Training
instance_21215,1,Training
instance_21216,1,Training
instance_21217,1,Training
instance_21218,1,Training
instance_21219,1,Training
instance_21220,1,Training
instance_21221,1,Training
instance_21222,1,Training
instance_21223,1,Training
instance_21224,1,Training
instance_21225,1,Training
instance_21226,17,Unknown
instance_21228,6,Unknown
instance_21229,7,Unknown
instance_21230,7,Unknown
instance_21231,7,Unknown
instance_21232,22,Unknown
instance_21233,7,Unknown
instance_21234,7,Unknown
instance_21235,7,Unknown
instance_21237,1,Training
instance_21238,1,Training
instance_21240,11,Unknown
instance_21241,1,Training
instance_21242,1,Training
instance_21246,0,Preprocessing
instance_21247,7,Unknown
instance_21248,7,Unknown
instance_21249,7,Unknown
instance_21250,7,Unknown
instance_21251,7,Unknown
instance_21252,7,Unknown
instance_21253,7,Unknown
instance_21254,7,Unknown
instance_21255,7,Unknown
